headline,url,site,y
Texas LGBT Students Say They Don't Feel Safe Now That People Can Carry Guns On Campus,http://www.buzzfeed.com/emaoconnor/texas-lgbt-students-say-they-dont-feel-safe-now-that-people,buzzfeed,1
Islamophobia Watchdog Group Vows To Sue Every Town To Overturn Burkini Bans,http://www.buzzfeed.com/aishagani/group-vows-to-sue-every-town-to-overturn-burkini-bans,buzzfeed,1
Nik Wallenda And His Daredevil Tight Rope Walk Across The Grand Canyon,http://dailybuzzlive.com/nik-wallenda-and-his-daredevil-tight-rope-walk-across-the-grand-canyon/,dailybuzz,1
What really happened to Israeli PM Ariel Sharon?,http://21stcenturywire.com/2014/01/04/what-happened-to-israeli-pm-ariel-sharon/,21stcenturywire,1
"George Zimmerman Allegedly Punched In Face After ""Bragging"" About Shooting Trayvon Martin",http://www.buzzfeed.com/claudiakoerner/george-zimmerman-allegedly-punched-in-face-after-discussing,buzzfeed,1
Smart Meter Rate Increase DEFEAT Activism Pennsylvania Style,http://www.activistpost.com/2016/06/smart-meter-rate-increase-defeat-activism-pennsylvania-style.html,activistpost,1
Charleston Shooting: Evidence of Stagecraft,http://21stcenturywire.com/2015/06/22/charleston-shooting-evidence-of-stagecraft/,21stcenturywire,1
This Heartbreaking Photo Was Taken Moments After A Little Boy Was Hit By An Airstrike,http://www.buzzfeed.com/rosebuchanan/people-are-sharing-this-heartbreaking-image-of-a-syrian-boy,buzzfeed,1
Brussels Looks to Expand Into Middle East and Africa 'ì UKIP MP: 'EU Wants an Empire'ù,http://www.activistpost.com/2016/07/brussels-looks-to-expand-into-middle-east-and-africa-ukip-mp-eu-wants-an-empire.html,activistpost,1
Teen Who Scaled Trump Tower In Manhattan Faces Criminal Charges,http://www.buzzfeed.com/emaoconnor/man-scales-trump-tower,buzzfeed,1
"Young Girl Tries On Dress At Dillard''s, What The Employee Said To Shame Her'¶. Disgusting!",http://dailybuzzlive.com/young-girl-tries-on-dress-at-dillards-what-the-employee-said-to-shame-her-disgusting/,dailybuzz,1
WAR CRIMES: Israel''s 'òCollective Punishment'' of Gaza Released Amid Palestinian Push for Statehood,http://21stcenturywire.com/2014/12/16/war-crimes-israels-collective-punishment-of-gaza-strip-released-as-palestine-pushes-for-statehood/,21stcenturywire,1
How Widespread Is Roundup¬Æ?  Is It In Your Urine?,http://www.activistpost.com/2016/08/widespread-roundup-urine.html,activistpost,1
Swiss Gold Exports to the U.S. Have Never Been This High,http://www.activistpost.com/2016/07/swiss-gold-exports-to-the-u-s-have-never-been-this-high.html,activistpost,1
There''s Something Hokey About Ted,http://21stcenturywire.com/2016/03/21/theres-something-hokey-about-ted/,21stcenturywire,1
"Elites'' Globalization In Danger, What''s Next?",http://www.activistpost.com/2016/08/elites-globalization-danger-whats-next.html,activistpost,1
Controversial College Watchdog Slammed By Kamala Harris,http://www.buzzfeed.com/mollyhensleyclancy/california-ag-slams-controversial-college-watchdog,buzzfeed,1
Here's Another Reminder Of How Rigged The Stock Market Can Be,http://www.buzzfeed.com/sapna/heres-another-reminder-of-how-rigged-the-stock-market-can-be,buzzfeed,1
"Campus Rape Victim Tells Her Assailant ""I Thought I Was Going To Die""",http://www.buzzfeed.com/maryanngeorgantopoulos/campus-rape-victim-tells-her-assailant-i-thought-i-was-going,buzzfeed,1
"Miniature Drones of The Future Won't Need 'Human Input, Radar or Even GPS Satellite Navigation'ù",http://www.activistpost.com/2016/07/miniature-drones-of-the-future-wont-need-human-input-radar-or-even-gps-satellite-navigation.html,activistpost,1
No One Will Say Whether The FBI Even Has Access To The DNC's Hacked Servers,http://www.buzzfeed.com/alimwatkins/no-one-will-say-whether-the-fbi-even-has-access-to-the-dncs,buzzfeed,1
You Won''t Believe What This 11 Year Old Found In Her Halloween Candy!,http://dailybuzzlive.com/you-wont-believe-what-this-11-year-old-found-in-her-halloween-candy/,dailybuzz,1
Astronomers Have Found Giant Alien 'ò Mega-Structures'' Orbiting Star Near The Milky Way,http://dailybuzzlive.com/astronomers-have-found-giant-alien-mega-structures-orbiting-star-near-the-milky-way/,dailybuzz,1
Terrorism Investigation Launched After Attack On Two Police Officers In Belgium,http://www.buzzfeed.com/davidmack/charleroi-belgium-attack,buzzfeed,1
21WIRE''s Week in Review: 16 JUL 2016 Edition,http://21stcenturywire.com/2016/07/16/21wires-week-in-review-16-jul-2016-edition/,21stcenturywire,1
The Bizarre Mystery Behind These Bent Trees Is Absolutely Chilling,http://dailybuzzlive.com/the-bizarre-mystery-behind-these-bent-trees-is-absolutely-chilling/,dailybuzz,1
Ousted Zenefits Founder Tests A Non-Poaching Agreement,http://www.buzzfeed.com/williamalden/ousted-zenefits-founder-tests-a-non-poaching-agreement,buzzfeed,1
"U.S. 'Vetted'ù And Armed Syria Terrorist Group That Beheaded Boy, Gave Them TOW Missiles",http://www.activistpost.com/2016/07/u-s-vetted-and-armed-syria-terrorist-group-that-beheaded-boy-gave-them-tow-missiles.html,activistpost,1
Not Just Your Breath 'î Police Now Conducting Saliva Swabs to Check Drivers for Cannabis,http://www.activistpost.com/2016/07/not-just-breath-police-now-conducting-saliva-swabs-check-drivers-cannabis.html,activistpost,1
Boiler Room #64 ' GLADIO! Come Out and Play!,http://21stcenturywire.com/2016/07/09/boiler-room-64-gladio-come-out-and-play/,21stcenturywire,1
Human Evolution: What We Might Look Like And How We Have Already Changed,http://dailybuzzlive.com/human-evolution-what-we-might-look-like-and-how-we-have-already-changed/,dailybuzz,1
Graphic' Woman Flies Off Amusement Park Swing,http://dailybuzzlive.com/graphic-woman-flies-amusement-park-swing/,dailybuzz,1
NASA's Valkyrie 'Superhero Robot'ù Continues Evolution for Mission to Mars,http://www.activistpost.com/2016/06/nasas-valkyrie-superhero-robot-continues-evolution-for-mission-to-mars.html,activistpost,1
21WIRE''s Week in Review: 27 AUG 2016 Edition,http://21stcenturywire.com/2016/08/27/21wires-week-in-review-27-aug-2016-edition/,21stcenturywire,1
Britain''s MI5 Connection to Woolwich Slasher Michael Adebolajo,http://21stcenturywire.com/2013/05/25/britains-mi5-connection-to-woolwich-slasher-michael-adebolajo/,21stcenturywire,1
Supreme Court Rules Cops Can Break the Law to Enforce the Law,http://www.activistpost.com/2016/06/supreme-court-rules-cops-can-break-the-law-to-enforce-the-law.html,activistpost,1
CIA Breaks its Silence on 'úNew Silk Road'ù: Says Challenging the BRICS and AIIB was a 'úMistake'ù,http://www.activistpost.com/2016/08/cia-breaks-silence-new-silk-road-says-challenging-brics-aiib-mistake.html,activistpost,1
Volkswagen America Chief Michael Horn Resigns,http://www.buzzfeed.com/matthewzeitlin/volkswagen-america-chief-michael-horn-resigns,buzzfeed,1
20 Of The Creepiest Places In The World You'll NEVER Want To Visit!,http://dailybuzzlive.com/20-of-the-creepiest-places-in-the-world-youll-never-want-to-visit/,dailybuzz,1
12 People Dead In The Philippines After Marketplace Explosion,http://www.buzzfeed.com/tamerragriffin/10-people-dead-in-the-philippines-after-marketplace-explosio,buzzfeed,1
America''s Role in Technetronic Era Revisited: Brzezinski''s Fractured Mirror,http://21stcenturywire.com/2016/06/17/americas-role-in-technetronic-era-revisited-brzezinskis-fractured-mirror/,21stcenturywire,1
Alaska to Allow Parents to Opt Kids Out of Common Core Testing,http://www.activistpost.com/2016/07/alaska-allow-parents-opt-kids-common-core-testing.html,activistpost,1
Capitalism Explained 'ì This Is So Accurate It Hurts,http://dailybuzzlive.com/capitalism-explained-this-is-so-accurate-it-hurts/,dailybuzz,1
"After Breakfast Booing, California Democrat Is Hosting ""Unity Reception""",http://www.buzzfeed.com/darrensands/after-breakfast-booing-california-democrat-is-hosting-unity,buzzfeed,1
Say What? Pok√©mon Go Now Touted As Solution For 'úTackling Obesity and Type 2 Diabetes'ù,http://www.activistpost.com/2016/07/say-pokemon-go-now-touted-solution-tackling-obesity-type-2-diabetes.html,activistpost,1
University Will Sue Its Own Student Newspaper For Reporting On Sexual Assault Case,http://www.buzzfeed.com/azeenghorayshi/james-harwood-investigation,buzzfeed,1
Hillary Clinton's Famous 'Last'ù Words,http://www.activistpost.com/2016/07/hillary-clintons-famous-last-words.html,activistpost,1
Trump Supporter Drags Latino Protestor Out Of Rally While Crowd Shouts 'USA'ù,http://dailybuzzlive.com/trump-supporter-drags-latino-protestor-rally-crowd-shouts-usa/,dailybuzz,1
Appeals Court Denies North Carolina Request To Put Voting Rights Decision On Hold,http://www.buzzfeed.com/chrisgeidner/appeals-court-denies-north-carolina-request-to-put-voting-ri,buzzfeed,1
Woman On Flakka Screams To God While Urinating In Her Pants On Sidewalk,http://dailybuzzlive.com/woman-flakka-screams-god-urinating-pants-sidewalk/,dailybuzz,1
"Clinton Foundation Prepares To Hand Off Programs, Scale Back Operations",http://www.buzzfeed.com/rubycramer/clinton-foundation-prepares-to-hand-off-programs-scale-back,buzzfeed,1
People Are Leaving Flowers At Capt. Humayun Khan's Grave,http://www.buzzfeed.com/ellievhall/people-are-leaving-flowers-at-captain,buzzfeed,1
Here's How The New York Times Fell Victim To A Replyallpocalypse,http://www.buzzfeed.com/williamalden/remove-me,buzzfeed,1
The Dow And The S&P 500 Soar To Brand New All-Time Record Highs ' How Is This Possible?,http://www.activistpost.com/2016/07/the-dow-and-the-sp-500-soar-to-brand-new-all-time-record-highs-how-is-this-possible.html,activistpost,1
Boiler Room #61 ' Hello From the Gutter,http://21stcenturywire.com/2016/06/16/boiler-room-61-hello-from-the-gutter/,21stcenturywire,1
Harrowing 911 Calls Released From Orlando Nightclub Massacre,http://www.buzzfeed.com/salvadorhernandez/harrowing-911-calls-released-from-orlando-nightclub-massacre,buzzfeed,1
"Elizabeth Warren Calls For ""Aggressive Action"" Against College Watchdog",http://www.buzzfeed.com/mollyhensleyclancy/elizabeth-warren-calls-for-aggressive-action-against-college,buzzfeed,1
"Their Daughter Died Of A Heroin Overdose, The Obituary Her Parents Wrote Will Shock You",http://dailybuzzlive.com/their-daughter-died-of-a-heroin-overdose-the-obituary-her-parents-wrote-will-shock-you/,dailybuzz,1
"Soros-funded Media Matters effort to slander, discredit conservative activist",http://21stcenturywire.com/2013/10/10/soros-funded-media-matters-slander-campaign-to-discredit-dc-trucker-protesters/,21stcenturywire,1
Dylann Roof Challenges Constitutionality Of Federal Death Penalty Law,http://www.buzzfeed.com/chrisgeidner/dylann-roof-challenges-constitutionality-of-the-federal-deat,buzzfeed,1
19 Photos That Will Have Your Childhood Memories Come Flooding Back!,http://dailybuzzlive.com/19-photos-that-will-have-your-childhood-memories-come-flooding-back/,dailybuzz,1
It''s Nikola Tesla''s Birthday 'î He Predicted and Helped to Develop the Smartphone and FaceTime,http://www.activistpost.com/2016/07/its-nikola-teslas-birthday-he-predicted-and-helped-to-develop-the-smartphone-and-facetime.html,activistpost,1
Donald Trump''s Most Idiotic Moments Caught On Video,http://dailybuzzlive.com/donald-trumps-idiotic-moments-caught-video/,dailybuzz,1
"Kid Snitches On Dad, 'He Was Watching A Girl's Butt!'ù",http://dailybuzzlive.com/kid-snitches-on-dad-he-was-watching-a-girls-butt/,dailybuzz,1
CRAZY! Infant''s HEAD Reattached After Internal Decapitation!,http://dailybuzzlive.com/crazy-infants-head-reattached-after-internal-decapitation/,dailybuzz,1
America Lost A Bunch Of Pizza Huts And KFCs Last Year,http://www.buzzfeed.com/venessawong/america-lost-a-bunch-of-pizza-huts-and-kfcs-last-year,buzzfeed,1
When Filming Extreme Dares Ends Very Badly,http://dailybuzzlive.com/when-filming-extreme-dares-ends-very-badly/,dailybuzz,1
"Jay Dyer on Tragedy & Hope ' Part 4: Rothschilds, Central Banks, FDR & the US Imperium",http://21stcenturywire.com/2016/07/21/half-jay-dyer-on-tragedy-hope-4-rothschilds-central-banks-fdr-the-us-imperium/,21stcenturywire,1
A Transgender Pageant Was Just Raided By The Ugandan Police,http://www.buzzfeed.com/lesterfeder/police-raid-uganda-pride-during-transgender-pageant,buzzfeed,1
"49 Years Ago the US Covered Up an Israeli False Flag Attack that Killed 34 Americans, Wounded 173",http://www.activistpost.com/2016/06/49-years-ago-the-us-covered-up-an-israeli-false-flag-attack-that-killed-34-americans-wounded-173.html,activistpost,1
A Fight Over Teachers Has Left This Once Tight-Knit Town Broken,http://www.buzzfeed.com/karlazabludovsky/a-fight-over-teachers-has-left-this-once-tight-kni,buzzfeed,1
Happy 4th of July: Here are 10 Ways America is Number 1 'î That are No Reason for Celebration,http://www.activistpost.com/2016/07/happy-4th-of-july-here-are-10-ways-america-is-number-1-that-are-no-reason-for-celebration.html,activistpost,1
What's Wrong With This Picture? When You See It You Will Know!,http://dailybuzzlive.com/whats-wrong-with-this-picture-when-you-see-it-you-will-know/,dailybuzz,1
Is Kratom Legal in Your State?,http://www.activistpost.com/2016/08/is-kratom-legal-status-in-your-state.html,activistpost,1
Carnegie Science Study Finds Contrails Not Part of Covert Climate Manipulation,http://www.activistpost.com/2016/08/carnegie-science-study-finds-contrails-not-part-of-covert-climate-manipulation.html,activistpost,1
"Man Arrested, Jailed, Charged With a Felony for Burning the Flag",http://www.activistpost.com/2016/07/man-arrested-jailed-charged-with-a-felony-for-burning-the-flag.html,activistpost,1
What Happened After They Laid down These Sticky Traps Will Make Your Skin Crawl,http://dailybuzzlive.com/happened-laid-sticky-traps-will-make-skin-crawl/,dailybuzz,1
Captured On Video: Pyramid Shaped UFO Appears Over Brazil!,http://dailybuzzlive.com/captured-on-video-pyramid-shaped-ufo-appears-over-brazil/,dailybuzz,1
"For the 2nd Mass Shooting in a Row, Media Allowed to Trample Evidence at Shooter''s Home",http://www.activistpost.com/2016/06/orlando-shooting-evidence-trampled-by-media.html,activistpost,1
First Human Death in Self-Driving Car: Sensors 'Aren't Sophisticated Enough'¶'ù,http://www.activistpost.com/2016/07/first-human-death-in-self-driving-car-not-sophisticated-enough.html,activistpost,1
DIRTY PLOT: Ukrainian Crisis Had 'òOutside Agitators'' Says Oliver Stone ' As Czech Returns NATO Medals,http://21stcenturywire.com/2015/01/05/dirty-plot-ukrainian-crisis-had-outside-agitators-says-oliver-stone-as-czech-returns-nato-medals/,21stcenturywire,1
IRS Just Admitted it Stole Millions From Innocent People 'î Here''s the Catch: They''re Giving it Back,http://www.activistpost.com/2016/06/irs-admitted-it-stole-millions-from-innocent-people-giving-it-back.html,activistpost,1
"New 'òAstronaut Shower'' Reduces Water Usage By 90%, Electricity By 80%",http://21stcenturywire.com/2014/01/22/new-astronaut-shower-reduces-water-usage-by-90-electricity-by-80/,21stcenturywire,1
American Airlines Is Suing Gogo Over Its Crappy In-Flight WiFi,http://www.buzzfeed.com/sapna/american-airlines-suing-gogo-over-crappy-internet,buzzfeed,1
Mass Shooting Myth 'î U.S. Homicide Rate Hits 51-year Low as Gun Ownership Increased 141%,http://www.activistpost.com/2016/06/mass-shooting-myth-u-s-homicide-rate-hits-51-year-low-as-gun-ownership-increased-141.html,activistpost,1
Is Money the Root of All Evil or Just the Evil Banksters Who Manipulate It?,http://www.activistpost.com/2016/07/money-root-evil-just-evil-banksters-manipulate.html,activistpost,1
Warrant Issued for Mother''s Arrest for Selling Homemade Tamales to Her Neighbors,http://www.activistpost.com/2016/08/warrant-issued-mothers-arrest-selling-homemade-tamales-neighbors.html,activistpost,1
Brexit: Brits Lead Anti-Establishment Rebellion in European Departure,http://www.activistpost.com/2016/06/brexit-brits-lead-anti-establishment-rebellion-in-european-departure.html,activistpost,1
Now That You've Awakened How Do You Awaken Others?,http://www.activistpost.com/2016/07/now-youve-awakened-awaken-others.html,activistpost,1
Marine Life Being Affected By Fukushima Radiation And Its Worse Than We Thought!,http://dailybuzzlive.com/marine-life-being-affected-by-fukushima-radiation-and-its-worse-than-we-thought/,dailybuzz,1
Reporter Abby Martin Illegally Detained at the DNC,http://www.activistpost.com/2016/07/reporter-abby-martin-illegally-detained-dnc.html,activistpost,1
Soldier Shot In The Head After Alleged Wrong Turn Into Rio Favela,http://www.buzzfeed.com/rosebuchanan/soldier-shot-in-the-head-at-olympics-after-taking-wrong-rout,buzzfeed,1
Family Of Slain U.S. Journalist Wants The Syrian Regime Brought To Justice,http://www.buzzfeed.com/jinamoore/family-of-slain-american-journalist-sues-syria,buzzfeed,1
French Officials Deny EU Discussing Giving UK An Emergency Brake On Free Movement,http://www.buzzfeed.com/albertonardelli/what-are-eu-on-about,buzzfeed,1
"Brazilian Senate Impeaches President Dilma Rousseff, Removing Her From Office",http://www.buzzfeed.com/tatianafarah/brazilian-senate-impeaches-president-dilma-rousseff-removing,buzzfeed,1
REJOICE: There Is Now An App That Blocks Out ALL Kardashian News!,http://dailybuzzlive.com/rejoice-there-is-now-an-app-that-blocks-out-all-kardashian-news/,dailybuzz,1
"Homosexuality Must Be Criminalized To Protect Indonesian Values, Court Told",http://www.buzzfeed.com/lesterfeder/homosexuality-must-be-criminalized-to-protect-indonesian-val,buzzfeed,1
Afghans Want The World To Know Why This Attack On A University Was So Heartbreaking,http://www.buzzfeed.com/rosebuchanan/why-some-afghans-are-finding-the-attack-on-kabuls-american-u,buzzfeed,1
Grey Aliens Caught On Video Compilation ' This Is CREEPY!,http://dailybuzzlive.com/grey-aliens-caught-video-compilation-creepy/,dailybuzz,1
Were the Nice Attacks A False Flag Or A Lone Nut?,http://www.activistpost.com/2016/07/were-the-nice-attacks-a-false-flag-or-a-lone-nut.html,activistpost,1
"Mike Pence Defends Paul Manafort:  ""He's Not Running For President""",http://www.buzzfeed.com/natemcdermott/mike-pence-defends-paul-manafort-hes-not-running-for-preside,buzzfeed,1
See Which 5 Phones Have The Highest Radiation Levels ' You Might Be Surprised!,http://dailybuzzlive.com/see-which-5-phones-have-the-highest-radiation-levels-you-might-be-surprised/,dailybuzz,1
"""Kim Kardashian: Hollywood"" Is Hard To Copy Because There's Nobody Like Kim Kardashian",http://www.buzzfeed.com/sapna/why-kim-kardashian-hollywood-hard-to-copy,buzzfeed,1
BOILER ROOM ' EP #51 ' Social Rejects & Political Pessimists Club,http://21stcenturywire.com/2016/04/06/boiler-room-ep-51-social-rejects-political-pessimists-club/,21stcenturywire,1
GLOSSED OVER: Key Questions Emerge After Death of Supreme Court Justice Antonin Scalia,http://21stcenturywire.com/2016/02/17/glossed-over-key-questions-emerge-after-the-death-of-supreme-court-justice-antonin-scalia/,21stcenturywire,1
D.C. Cop Arrested by FBI 'î Charged with Aiding ISIS,http://www.activistpost.com/2016/08/d-c-cop-arrested-fbi-charged-aiding-isis.html,activistpost,1
Nutrition Labels Will Now Show Calories For The Whole Tub Of Ice Cream,http://www.buzzfeed.com/venessawong/behold-americas-new-nutrition-label,buzzfeed,1
Texas HBCU Students Worry More About Police Now That Guns Are Allowed On Campus,http://www.buzzfeed.com/emaoconnor/texas-hbcu-students-worry-about-campus-carry,buzzfeed,1
Angry Wife Writes The Best 'Thank You'ù Letter To Cheating Husband's Mistress!,http://dailybuzzlive.com/angry-wife-writes-the-best-thank-you-letter-to-cheating-husbands-mistress/,dailybuzz,1
The Alt-Right Is Having Its Best And Worst Week,http://www.buzzfeed.com/rosiegray/the-alt-right-is-having-its-best-and-worst-week,buzzfeed,1
"Black Voters Respond After Trump Asks, ""What The Hell Do You Have To Lose?""",http://www.buzzfeed.com/leticiamiranda/black-voters-respond-after-trump-asks-what-the-hell-do-you-h,buzzfeed,1
Use of Government Watch Lists To Remove Rights is Unconstitutional and Dangerous,http://www.activistpost.com/2016/06/unconstitutional-and-dangerous-the-government-watch-list-plan.html,activistpost,1
The Olympics Beef Between China And Australia Is Getting Wild,http://www.buzzfeed.com/markdistefano/xin-whaaaaaaa,buzzfeed,1
Here's The Inspiring Story Behind The Man Who Lit The Rio Olympic Flame,http://www.buzzfeed.com/tasneemnashrulla/marathon-runner-who-lit-the-olympic-cauldron,buzzfeed,1
Senate Staffers' First Ever Cybersecurity Training Was Simple AF,http://www.buzzfeed.com/sheerafrenkel/senate-staffers-first-ever-cybersecurity-training-was-embarr,buzzfeed,1
This Graph Says It All 'î US 2016 Recession Already Here!,http://www.activistpost.com/2016/08/graph-says-us-2016-recession-already.html,activistpost,1
"The Age Of Disbelief: Man Starts Fire With Hands, But No One Cares",http://dailybuzzlive.com/age-disbelief-man-starts-fire-hands-no-one-cares/,dailybuzz,1
This Swimmer's Husband Went Absolutely Nuts Cheering Her On,http://www.buzzfeed.com/davidmack/this-swimmers-husband-went-absolutely-nuts-cheering-her-on,buzzfeed,1
Webster Tarpley: An examination of how Syriza won in Greece,http://21stcenturywire.com/2015/01/30/webster-tarpley-an-examination-of-how-syriza-won-in-greece/,21stcenturywire,1
"He Films A Horse Rolling In The Sand, But Watch What Happens When He Approaches Him",http://dailybuzzlive.com/he-films-a-horse-rolling-in-the-sand-but-watch-what-happens-when-he-approaches-him/,dailybuzz,1
How To Move To Canada If Donald Trump Becomes President,http://dailybuzzlive.com/move-canada-donald-trump-becomes-president/,dailybuzz,1
A Return to the Madness of: M.A.D.,http://www.activistpost.com/2016/07/return-madness-m-a-d.html,activistpost,1
5 Of The Most Mysterious Photos From The Moon,http://dailybuzzlive.com/5-of-the-most-mysterious-photos-from-the-moon/,dailybuzz,1
Chemtrails Exposed: New Manhattan Project Conclusions,http://www.activistpost.com/2016/06/chemtrails-exposed-new-manhattan-project-conclusions.html,activistpost,1
Starbucks Is Launching Nitro Cold Brew,http://www.buzzfeed.com/venessawong/starbucks-nitro-cold-brew,buzzfeed,1
Doug Casey on 'úBrexit'ù,http://www.activistpost.com/2016/07/doug-casey-brexit.html,activistpost,1
"This Cheater Gets Confronted At His Wedding By His Girlfriend, And It Doesn't Turn Out Well",http://dailybuzzlive.com/this-cheater-gets-confronted-at-his-wedding-by-his-girlfriend-and-it-doesnt-turn-out-well/,dailybuzz,1
Facebook Accused of Listening to Everything You Say 'î Here''s How to Stop It,http://www.activistpost.com/2016/06/facebook-listens-to-everything-you-say.html,activistpost,1
Oh No! Lindsey Graham Drops Out of 2016 Presidential Race,http://21stcenturywire.com/2015/12/22/oh-no-lindsey-graham-drops-out-of-2016-presidential-race/,21stcenturywire,1
Do The American People Still Care About 9/11 Truth?,http://www.activistpost.com/2016/07/do-the-american-people-still-care-about-911-truth.html,activistpost,1
"He Was Moments Away from Death, When His Beloved Horse Did This!",http://dailybuzzlive.com/moments-away-death-beloved-horse/,dailybuzz,1
"Fox News Says Andrea Tantaros ""Is Not A Victim; She Is An Opportunist"" In Legal Filing",http://www.buzzfeed.com/kyleblaine/fox-news-says-andrea-tantaros-is-not-a-victim-she-is-an-oppo,buzzfeed,1
Koch Network Briefs Donors In Private Meeting About Why They''re Not Backing Trump,http://www.buzzfeed.com/tariniparti/koch-network-briefs-donors-in-private-meeting-about-why-they,buzzfeed,1
This Video Exposes The True Agenda Behind The Food Industry,http://dailybuzzlive.com/this-video-exposes-the-true-agenda-behind-the-food-industry/,dailybuzz,1
Why 'òPresident Hillary Clinton'' Would Go To War With Iran,http://21stcenturywire.com/2015/07/17/president-hillary-clinton-would-go-to-war-with-iran/,21stcenturywire,1
The Dow And The S&P 500 Soar To Brand New All-Time Record Highs 'ì How Is This Possible?,http://www.activistpost.com/2016/07/the-dow-and-the-sp-500-soar-to-brand-new-all-time-record-highs-how-is-this-possible.html,activistpost,1
Every Journalist Should Take Notes From This Pakistani Journalist Interviewing A Cow,http://www.buzzfeed.com/soniathomas/every-journalist-should-take-notes-from-this-pakistani-journ,buzzfeed,1
RT Op-Edge: Why Obama''s 'òred line'' in Syria has turned pink,http://21stcenturywire.com/2013/05/18/rt-op-edge-why-obamas-red-line-in-syria-has-turned-pink/,21stcenturywire,1
Here's Why Chinese Teens Are So Protective Of Olympic Swimmer Sun Yang,http://www.buzzfeed.com/bradesposito/sun-yang-iii,buzzfeed,1
Hillary Clinton Unveiled and Falling Apart at the Seams,http://www.activistpost.com/2016/08/hillary-clinton-unveiled-falling-apart-seams.html,activistpost,1
Children's Exposure Guidelines to EMF Radiofrequencies Updated by ANSES,http://www.activistpost.com/2016/07/childrens-exposure-guidelines-emf-radiofrequencies-updated-anses.html,activistpost,1
The Suspect In The Death Of A Lebanese-American Man Is Being Accused Of Racism,http://www.buzzfeed.com/talalansari/the-suspect-in-the-death-of-a-lebanese-american-man-is-being,buzzfeed,1
Is It Really Too Late Already?,http://www.activistpost.com/2016/07/really-late-already.html,activistpost,1
They Try Helium Infused Wine For The First Time And It's Absolutely Hysterical!,http://dailybuzzlive.com/try-helium-infused-wine-first-time-absolutely-hysterical/,dailybuzz,1
"She Lived In A Cage For 7 Years, So When She Saw A Bed For The First Time'¶. LOL!",http://dailybuzzlive.com/she-lived-in-a-cage-for-7-years-so-when-she-saw-a-bed-for-the-first-time-lol/,dailybuzz,1
"Police Thought This Florida Mosque Fire Was Accidental, But Now Say It's Arson",http://www.buzzfeed.com/talalansari/tampa-mosque-arson,buzzfeed,1
What A British Woman Learned About America During The Conventions,http://www.buzzfeed.com/bimadewunmi/what-a-british-woman-learned-about-america-during-the-conven,buzzfeed,1
Trump On Hillary Clinton: She''s Killed Hundereds Of Thousands Of People With Her Stupidity,http://dailybuzzlive.com/trump-on-hillary-clinton/,dailybuzz,1
$35 Computer Beats Seasoned Pilot In Computer Simulated Dogfight,http://www.activistpost.com/2016/06/35-computer-beats-seasoned-pilot-in-computer-simulated-dogfight.html,activistpost,1
Terrorists Shoot Down Russian Planes With U.S. TOW Missiles After McCain Calls For It,http://www.activistpost.com/2016/08/terrorists-shoot-down-russian-planes-mccain-calls-for-it.html,activistpost,1
"They Look Like Any Other Couple, But When I Saw The Rest Of The Picture I Lost It!",http://dailybuzzlive.com/look-like-couple-saw-rest-picture-lost/,dailybuzz,1
"He Showed A Gorilla Photos Of Other Gorillas, Watch The Animal's Reaction!",http://dailybuzzlive.com/showed-gorilla-photos-gorillas-watch-animals-reaction/,dailybuzz,1
"Donald Trump Promises ""There Will Be No Amnesty"" In Immigration Speech",http://www.buzzfeed.com/salvadorhernandez/donald-trump-to-give-highly-anticipated-immigration-speech-i,buzzfeed,1
Lochte's Teammates Say This Is What Actually Happened That Night In Rio,http://www.buzzfeed.com/jimdalrympleii/lochtes-teammate-says-this-is-what-actually-happened-that-ni,buzzfeed,1
Brief Overview: US Military Sales to Lebanon,http://21stcenturywire.com/2016/07/01/brief-overview-us-military-sales-to-lebanon/,21stcenturywire,1
The US Government Has Recently Issued 2 Alarming Warnings to Prep '¶ But Is Anybody Listening?,http://www.activistpost.com/2016/06/the-us-government-has-recently-issued-2-alarming-warnings-to-prep-but-is-anybody-listening.html,activistpost,1
Trump Once Said On TV He Supported Obama's Efforts To Limit Executive Pay,http://www.buzzfeed.com/andrewkaczynski/trump-once-said-on-tv-he-supported-obamas-efforts-to-limit-e,buzzfeed,1
People Can't Stop Talking About This Hot Olympic Swimmer,http://www.buzzfeed.com/kassycho/this-swimmer-is-a-really-good-reason-to-support-china-during,buzzfeed,1
CDC Covered Up 'Catastrophic Failures'ù At Level-4 Biosafety Labs Containing Ebola and Smallpox,http://www.activistpost.com/2016/06/cdc-covered-up-failures-at-bio-labs-containing-ebola-smallpox.html,activistpost,1
These 5 People Have This One Thing In Common ' Humongous Body Parts!,http://dailybuzzlive.com/these-5-people-have-this-one-thing-in-common-humongous-body-parts/,dailybuzz,1
This Prostitute Is Just 16 Years Old ' You Won''t Believe How Many People She''s Slept With!,http://dailybuzzlive.com/this-prostitute-is-just-16-years-old/,dailybuzz,1
Defining Healthy Thriving Communities Through Local Farming,http://www.activistpost.com/2016/07/defining-healthy-thriving-communities-local-farming.html,activistpost,1
"Cheney, Rothschild, and Fox News' Murdoch Begin Drilling for Oil in Syria 'î a Violation of Int'l Law",http://www.activistpost.com/2016/06/cheney-rothschild-and-fox-news-murdoch-begin-drilling-for-oil-in-syria-a-violation-of-intl-law.html,activistpost,1
